_id,additional,firstName,lastName,fullName,gnd,start_date_written,end_date_written,role,occupation
6504166ba47588ad6024b0c0,,Ruth,Teschenbruck,"Teschenbruck, Ruth von",1062210743,,,Nadine,Schauspieler
6504166ba47588ad6024b623,,Richard,Beer-Hofmann,"Beer-Hofmann, Richard",118654756,1866-07-11,1945-09-26,Einrichtung,Schauspieler
6504166ba47588ad6024ae85,Bühne,Alfred,Roller,"Roller, Alfred",118791036,1864-10-02,1935-06-21,Bühnenentwürfe,Schauspieler
6504166ba47588ad6024ad0a,,Adolf,Nemeth,"Nemeth, Adolf",1329199820,1891-12-15,1941-01-13,Bewegungsregie des 31. Bildes,Schauspieler
6504166ba47588ad6024b211,1881-1972,Else,Wohlgemuth,Else Wohlgemuth,,,,Maria Stuart,Schauspieler
6504166ba47588ad6024b70d,,Johann Wolfgang von,Goethe,"Goethe, Johann Wolfgang von",118540238,1749-08-28,1832-03-22,,Schauspieler
6504166ba47588ad6024a57f,,Kurt,Barvicius,Kurt Barvicius,,,,Prinz Sigismund,Schauspieler
6504166ba47588ad6024b916,,Josef,Wenter,"Wenter, Josef",118631314,1880-08-11,1947-07-05,,Schauspieler
6504166ba47588ad6024b1b0,1947-1948,Hans,Weniger,"Weniger, Hans",1330636171,1910,,Gilbert von Varézes,Schauspieler
6504166ba47588ad6024b60b,,Raoul,Auernheimer,"Auernheimer, Raoul",118505033,1876-04-15,1948-01-07,Deutsch,Schauspieler
6504166ba47588ad6024a6d1,,Ladislaus,Czettel,"Czettel, Ladislas",1020827653,1893,1949-03-05,Kostüme,Schauspieler
6504166ba47588ad6024a967,1936-1937,Valerie,Hatvany,Valerie Hatvany,,,,Christine Holm,Schauspieler
6504166ba47588ad6024a71e,1938-1952,Sylvia,Devez (verehel. Waniek),Sylvia Devez (verehel. Waniek),,,,"Donna Fenisa, seine Nichte",Schauspieler
6504166ba47588ad6024b734,,Eugen,Heltai,"Heltai, Jenő",121217477,1871-08-11,1957-09-03,,Schauspieler
6504166ba47588ad6024b226,1911-1936,Jakob,Wolf,Jakob Wolf,,,,Knechte,Schauspieler
6504166ba47588ad6024a99d,1934-1937,Trude,Helmreich,Trude Helmreich,,,,Klosterschwestern,Schauspieler
6504166ba47588ad6024b711,,Fritz,Gottwald,"Gottwald, Fritz",1038178169,1896-10-31,1945-04-05,,Schauspieler
6504166ba47588ad6024b4b1,,Ernst,Martin,Ernst Martin,,,,,Schauspieler
650c0541258213a8dc5f9b20,,Edmund,Lindner,"Lindner, Edmund",1073438007,1852,,Diener Melkirs,Schauspieler
6504166ba47588ad6024a5ec,,Marga,Bernard (Schwarzacher),Marga Bernard (Schwarzacher),,,,Die Hausfrau,Schauspieler
6504166ba47588ad6024a971,1889-1972,Paul,Hartmann,"Hartmann, Paul",116501375,1889-01-08,1977-06-30,Lord Durham,Schauspieler
6504166ba47588ad6024aad9,1937-1940,Josef (Josy),Kleinpeter,Josef (Josy) Kleinpeter,,,,Peterchen,Schauspieler
6504166ba47588ad6024ac2d,1933-1935,Elfi,Mader,Elfi Mader,,,,Kinder,Schauspieler
6504166ba47588ad6024afd3,1937,Teddy,Schwinner,Teddy Schwinner,,,,Peterchens Sternchen,Schauspieler
6504166ba47588ad6024ac96,,Käthe,Meissl,"Meisel, Katharina",1328762823,1903-09-07,,Eine Zig*****in,Schauspieler
6504166ba47588ad6024b281,,Zoe,Akins,Zoe Akins,,,,,Schauspieler
65917acf51cd38b41014af9e,,Reginald,Tögl (Toegl),Reginald Tögl (Toegl),,,,Hansel,Schauspieler
6504166ba47588ad6024acd5,,Seppl,Montag,Seppl Montag,,,,Anne,Schauspieler
65688ab40080658502198906,,Karl,Schönherr,"Schönherr, Karl",118758926,1867-02-04,1943-03-15,,Schauspieler
6504166ba47588ad6024af75,,Karl,Schraml (Schramml),Karl Schraml (Schramml),,,,"Thomas, Schiffer",Schauspieler
6504166ba47588ad6024b2f0,,,Braun,Braun,,,,,Schauspieler
6504166ba47588ad6024b32e,,Franz Theodor,Csokor,"Csokor, Franz Theodor",118522914,1885-09-06,1969-01-05,,Schauspieler
6504166ba47588ad6024b4f8,,Otto,Pick,"Pick, Otto",116178434,1887-05-22,1940-05-25,Deutsch,Schauspieler
6504166ba47588ad6024ad41,,Hanns,Obonya,"Obonya, Hanns",1021063363,1922-01-16,1978-05-27,Ein Gassenjunge,Schauspieler
6504166ba47588ad6024b46a,,František,Langer,"Langer, František",118778684,1888-03-03,1965-08-02,,Schauspieler
6504166ba47588ad6024b477,,Karl,Lerbs,Karl Lerbs,,,,,Schauspieler
6504166ba47588ad6024b894,,August,Scholz,August Scholz,,,,Deutsch,Schauspieler
656ee88f008065850238a039,1919-1938,Franz,Radetzky,Franz Radetzky,,,,2. Wächter,Schauspieler
6504166ba47588ad6024b594,,Leo,Tolstoi,"Tolstoj, Lev Lʹvovič",141487755,1869,1945,,Schauspieler
6504166ba47588ad6024b4c5,,Jenö,Mohacsi,Jenö Mohacsi,,,,Deutsch,Schauspieler
6504166ba47588ad6024b495,,Imre,Madách,"Madách, Imre",118575996,1823-01-21,1864-10-05,,Schauspieler
6504166ba47588ad6024ab36,1884-1959,Werner,Krauss (Krauß),Werner Krauss (Krauß),,,,Jamlichus,Schauspieler
6504166ba47588ad6024b05f,,Bernd,Steiner,"Steiner, Bernd",1013912535,1884-04-10,1933-12-10,Bühnenbild,Schauspieler
6504166ba47588ad6024b76d,,Jochen,Huth,"Huth, Jochen",117073601,1905-05-24,1984-11-17,,Schauspieler
6504166ba47588ad6024b496,,Julius,Mader,"Mader, Julius",1055114432,,,Deutsch,Schauspieler
6504166ba47588ad6024b73d,,Mia,Hergeth,Mia Hergeth,,,,Bearbeitung,Schauspieler
6504166ba47588ad6024b033,,TraudI,Stark,TraudI Stark,,,,Bob,Schauspieler
6504166ba47588ad6024b78e,,Edmond,Konrad,"Konrad, Edmond G.",1056722967,,,,Schauspieler
6504166ba47588ad6024b738,,Rudolf,Henz,"Henz, Rudolf",118549375,1897-05-10,1987-02-12,,Schauspieler
6504166ba47588ad6024b612,,Alexander,Baumann,"Baumann, Alexander",118507451,1814-02-07,1857-12-26,,Schauspieler
6504166ba47588ad6024a753,,Margarethe,Dux,"Dux, Margarethe",1062431081,1914,2006-03-09,Ein Liebespaar,Schauspieler
6504166ba47588ad6024b4d7,,Johann,Nestroy,"Nestroy, Johann",118587080,1801-12-07,1862-05-25,,Schauspieler
6504166ba47588ad6024b877,,Hans,Sassmann,"Sassmann, Hans",130139610,1882-12-17,1944-05-08,Deutsch,Schauspieler
6504166ba47588ad6024b73c,,Geza,Herczeg,Geza Herczeg,,,,Deutsch,Schauspieler
6504166ba47588ad6024b4d3,,Benito,Mussolini,"Mussolini, Benito",118585967,1883-07-29,1945-04-28,,Schauspieler
6504166ba47588ad6024b38b,,Giovacchino,Forzano,"Forzano, Giovacchino",122961900,1883-11-19,1970-10-18,,Schauspieler
653c3296008065850286c019,,Ludwig van,Beethoven,"Beethoven, Ludwig van",118508288,1770-12-17,1827-03-26,Musik,Schauspieler
6504166ba47588ad6024b8ef,,Alfred Marcel,Valmy,"Valmy, Alfred Marcel",126900817,,,,Schauspieler
6504166ba47588ad6024b2b3,,Wolf Graf von,Baudissin,"Baudissin, Wolf von",117768774,1867-01-30,1926-10-04,Deutsch,Schauspieler
650c0541258213a8dc5f9af6,,Clemens,Holzmeister,"Holzmeister, Clemens",118553313,1886-03-27,1983-06-11,Kostüme,Schauspieler
6504166ba47588ad6024a9a3,1937,Kitty,Hen,Kitty Hen,,,,Ein krankes Mädchen,Schauspieler
658ff49751cd38b4100c5b18,,Emmerich,Földes,"Földes, Imre",128053216,1881-09-15,1958-05-05,,Schauspieler
6504166ba47588ad6024b448,,Carl Eduard,Klopfer,"Klopfer, Carl Ed.",130210285,1865-04-29,1937-11-02,Einrichtung,Schauspieler
6504166ba47588ad6024a992,1867-1949,Albert,Heine,"Heine, Albert",116659068,1867-11-16,1949-04-13,Octavio Piccolomini,Schauspieler
6504166ba47588ad6024b43f,,Heinrich von,Kleist,Heinrich von Kleist,,,,,Schauspieler
667e63696bf80e1c7670a6ba,,Bruno,Uher,"Uher, Bruno",134543920,1912-04-12,1976-10-31,Am Doppelflügel,Schauspieler
6504166ba47588ad6024ab7a,,Erwin,Lang,Erwin Lang,,,,Bühnenbild,Schauspieler
650c0541258213a8dc5f9afe,1917-1933,Anna,Horak,Anna Horak,,,,Zwei Alte Weiber,Schauspieler
658b398151cd38b410f08942,1923-1957,Stella,Wendt,"Viczen-Wendt, Stella",1330621913,1880-01-23,1968-01-27,Ein zugewandertes Bauernpaar,Schauspieler
6504166ba47588ad6024b81f,,Hermann Heinz,Ortner,"Ortner, Hermann Heinz",124709060,1895-11-14,1956-08-16,,Schauspieler
658ff71851cd38b4100c5c9f,,Einar,Nilson,"Nilson, Einar",11702094X,1881-02-21,1964-04-21,Musik,Schauspieler
6504166ba47588ad6024a6b5,,Paula,Crombé-Klein,Paula Crombé-Klein,,,,Bewegungsregie,Schauspieler
6504166ba47588ad6024b1df,,,Die Wiener Sängerknaben,Die Wiener Sängerknaben,,,,Mitwirkende,Schauspieler
6504166ba47588ad6024b408,,Hugo von,Hofmannsthal,"Hofmannsthal, Hugo von",118552759,1874-02-01,1929-07-15,,Schauspieler
659089ed51cd38b4100f1884,,Edmund,Nick,Edmund Nick,,,,Musik,Schauspieler
6504166ba47588ad6024b021,1937-1937,Hans,Stahl,Hans Stahl,,,,Chor der Mädchen und Burschen,Schauspieler
6504166ba47588ad6024a9ef,,Carl,Hofer,Carl Hofer,,,,Kammermusiker,Schauspieler
6504166ba47588ad6024af36,1937,Ferdinand,Schmetzer,Ferdinand Schmetzer,,,,Kammermusiker,Schauspieler
658edf4a51cd38b410074424,1934-1937,Fritz,Lader,Fritz Lader,,,,Chor der Mädchen und Burschen,Schauspieler
6504166ba47588ad6024ab21,,Alfons,Kral,"Kral, Alfons",1328284689,1905-09-20,1974-09-24,Kammermusiker,Schauspieler
6504166ba47588ad6024b1a1,1937,Hans,Welz,"Welz, Hans",1330635752,1919-01-23,,Kammermusiker,Schauspieler
6504166ba47588ad6024b134,,Paul,Verhoeven,"Verhoeven, Paul",117371327,1901-06-23,1975-03-22,,Schauspieler
6504166ba47588ad6024b413,,Toni,Impekoven,"Impekoven, Toni",117138525,1878-06-21,1947-05-06,,Schauspieler
6504166ba47588ad6024b5c9,Pseud. von J. Schreyvogel,Carl August,West,Carl August West,,,,Deutsch,Schauspieler
6504166ba47588ad6024b806,,y Cabana Agustin,Moreto,"Moreto, Agustín",118784846,1618-04-09,1669-10-28,,Schauspieler
6504166ba47588ad6024af14,1919-1932,Rudolf,Schenk,Rudolf Schenk,,,,Ein Reitknecht,Schauspieler
6504166ba47588ad6024a54e,1920-1925,Kaspar,Bach,"Bach, Kaspar",13181107X,1639,1697,Ein Diener,Schauspieler
6504166ba47588ad6024a603,1937-1939,Julia,Binder,Julia Binder,,,,Junges Weib,Schauspieler
6504166ba47588ad6024b2dc,,Carl,Bosse,"Bosse, Carl",1019051760,1907-06-30,1981-09-08,Deutsch,Schauspieler
6504166ba47588ad6024a578,Erni,Ernestine,Bauer,"Bäumlein, Ernestine von",1124087559,1808-05-10,1881-06-01,Claudette Fleury,Schauspieler
6504166ba47588ad6024b844,,Sergius,Pugliese,Sergius Pugliese,,,,,Schauspieler
6504166ba47588ad6024b5d6,1837-1911,Adolf,Wilbrandt,"Wilbrandt, Adolf von",118807250,1837-08-24,1911-06-10,,Schauspieler
6504166ba47588ad6024a95e,1844-1911,Ernst,Hartmann,Ernst Hartmann,,,,"Graf Ernst, sein Sohn",Schauspieler
6590925f51cd38b4100f6785,,Adolf,Müller,Adolf Müller,,,,Musik,Schauspieler
6504166ba47588ad6024b0d5,1937-1938,Lisa,Thenen,Lisa Thenen,,,,"Hannerl, Bauernmädchen",Schauspieler
650c0541258213a8dc5f9ad7,1937-1944,Ingeborg,Fürst,"Fiala-Fürst, Ingeborg",106569072X,1961,,Chor der Mädchen und Burschen,Schauspieler
6504166ba47588ad6024ae0f,1937-1940,Fräulein,Probst,Fräulein Probst,,,,Chor der Mädchen und Burschen,Schauspieler
6504166ba47588ad6024b03b,1937,Herr,Stätter,Herr Stätter,,,,Chor der Mädchen und Burschen,Schauspieler
6504166ba47588ad6024aa22,,Josef,Humplik,"Humplik, Josef",118708082,1888,1958,Plastiken,Schauspieler
6504166ba47588ad6024a76a,1905-1940,Ernst,Eckbauer,Ernst Eckbauer,,,,Unteroffizier,Schauspieler
6504166ba47588ad6024b6ce,,Josef,Feiks,"Feiks, Josef",1018689974,1895-04-19,1971-03-26,,Schauspieler
6504166ba47588ad6024b83d,,Peter von,Preradovic,"Preradović, Petar von",116282452,1892-02-05,1941-04-22,,Schauspieler
6504166ba47588ad6024b201,1937,Gucki,Wippel,"Wippel, Gucki",1062429036,,,Die Nichte des Antiochus,Schauspieler
6504166ba47588ad6024b257,1937,Johanna,Zartl,Johanna Zartl,,,,Zweite Frau,Schauspieler
6504166ba47588ad6024b391,,Franz Karl,Franchy,"Franchy, Franz K.",116693908,1896-09-21,1972-02-19,,Schauspieler
6504166ba47588ad6024b57b,,Irma,Stein,"Stein-Firner, Irma",1047522934,,,Deutsche Bearbeitung,Schauspieler
6504166ba47588ad6024b7a0,,Hans,Krauspe,"Frank, Hans",136927424,1901-12-05,1961-05-28,Deutsche Bearbeitung,Schauspieler
6504166ba47588ad6024a800,1937-1938,Hedwig,Flassig,Hedwig Flassig,,,,Kinder,Schauspieler
6504166ba47588ad6024b861,,Serck,Roggers,Serck Roggers,,,,,Schauspieler
6504166ba47588ad6024b7f7,,Max,Mell,"Mell, Max",118580566,1882-11-10,1971-12-13,,Schauspieler
6504166ba47588ad6024a7c4,,Fräulein,Falk,Fräulein Falk,,,,Chor der Mädchen und Burschen,Schauspieler
6504166ba47588ad6024ac2f,1937-1947,Irmgard,Mader,Irmgard Mader,,,,Die Sonne,Schauspieler
6504166ba47588ad6024afa8,1937 als Gast,Ellen,Schwannecke,"Schwanneke, Ellen",117351407,1907-08-11,1972-06-17,Rautendelein,Schauspieler
6504166ba47588ad6024b732,,Fred,Heller,"Heller, Fred",1037459342,1889-04-16,1949-04-12,,Schauspieler
6504166ba47588ad6024b55d,,Adolf,Schütz,"Schütz, Adolf",130149225,1895-09-22,1975-11-11,,Schauspieler
6504166ba47588ad6024b3a8,,Michael,Gesell,"Gesell, Michael",1179410254,1891-01-20,1946-05-16,,Schauspieler
6504166ba47588ad6024b4c9,Franz,Ferenc,Molnár,Ferenc Molnár,,,,,Schauspieler
6504166ba47588ad6024aea9,,Ilse,Rottin,Ilse Rottin,,,,Prinz Sigismund,Schauspieler
6504166ba47588ad6024ae9f,,Adolf,Rott,"Rott, Adolf",116642130,1905-12-14,1982-07-24,Regie,Schauspieler
6504166ba47588ad6024ad17,,Gustav,Neuber,"Neuber, Gustav",1328410919,1885-07-11,1968-09-17,Tanzeinstudierung,Schauspieler
6504166ba47588ad6024b3bb,,Christian Dietrich,Grabbe,"Grabbe, Christian Dietrich",118541102,1801-12-11,1836-09-12,,Schauspieler
6504166ba47588ad6024b6f5,,Ludwig,Fulda,"Fulda, Ludwig",118840452,1862-07-15,1939-03-30,Deutsch,Schauspieler
6584d13851cd38b410ed2962,,Edvard,Grieg,"Grieg, Edvard",118697641,1843-06-15,1907-09-04,Musik,Schauspieler
6504166ba47588ad6024ada3,,Rosa,Petri,Rosa Petri,,,,4. Mädchen,Schauspieler
6504166ba47588ad6024af55,,Lizzi,Schneck,Lizzi Schneck,,,,5. Mädchen,Schauspieler
650c0541258213a8dc5f9b50,,Hermann,Wagner,Hermann Wagner,,,,4. Bursche,Schauspieler
6504166ba47588ad6024b1e9,,Edith,Wilhelmseder,Edith Wilhelmseder,,,,"Klein Helga, dessen Tochter",Schauspieler
6504166ba47588ad6024afa5,"verehl. Lisatz, 1909-1936",Käthe,Schwab,Käthe Schwab,,,,Seine Eltern,Schauspieler
6504166ba47588ad6024a8f8,,Nina,Grosup-Karatsonyi,Nina Grosup-Karatsonyi,,,,"Anitra, eines Beduinenhäuptlings Tochter",Schauspieler
6504166ba47588ad6024b76f,,Henrik,Ibsen,"Ibsen, Henrik",118555286,1828-03-20,1906-05-23,,Schauspieler
6540083300806585029ed184,,Konradin,Kreutzer,"Kreutzer, Conradin",11871600X,1782-11-22,1849-12-14,Musik,Schauspieler
6504166ba47588ad6024afea,1874-1941,Tini,Senders,"Senders, Tini",1061383741,,,Altes Weib,Schauspieler
6504166ba47588ad6024acbc,1906-1944,Ludwig,Miesner,Ludwig Miesner,,,,Kellermeister,Schauspieler
6504166ba47588ad6024adce,,Julius,Piloti,Julius Piloti,,,,Viertes Sternchen,Schauspieler
6504166ba47588ad6024ae53,,Mary,Reyhan,Mary Reyhan,,,,Drittes Sternchen,Schauspieler
6504166ba47588ad6024b3b0,1890-1968,Dr. Josef,Gielen,Dr. Josef Gielen,,,,Regie,Schauspieler
6504166ba47588ad6024a51b,1844-1910,Josef,Altmann,"Altmann, Josef",116295015,1844-12-25,1910-02-02,"Agrippa, Cäsars Vertrauter",Schauspieler
6504166ba47588ad6024ab3d,1839-1908,Friedrich,Krastel,"Krastel, Fritz",116383011,1839-04-06,1908-02-12,"Sextus Pompejus, Gegner der Triumvirn",Schauspieler
6504166ba47588ad6024acd3,,Friedrich,Mitterwurzer,"Mitterwurzer, Friedrich",117064858,1844-10-16,1897-02-13,Ein Engländer,Schauspieler
650c0541258213a8dc5f9b3d,,Elise,Rainer,"Rainer, Elise Carlson",1252250576,,,"Josephine, seine Frau zweiter Ehe",Schauspieler
6504166ba47588ad6024ae87,1847-1899,Emmerich,Robert,Emmerich Robert,,,,"Octavius Cäsar, römischer Triumvir",Schauspieler
6504166ba47588ad6024a86e,1825-1896,Ludwig,Gabillon,"Gabillon, Ludwig",116326557,1825-07-16,1896-02-13,Fürst Albert Liebenstein,Schauspieler
6504166ba47588ad6024a941,1833-1892,Konrad,Hallenstein,"Hallenstein, Conrad",116406488,1834-01-15,1892-09-28,Freiherr von Schallenberg,Schauspieler
6504166ba47588ad6024b6d8,"1843-1902, Pseud. Wallis, Alfred",Emil,Ferrari,"Ferrari, Emil",130148032,1843-03-15,1902-11-18,"Schreier, ein Studiosus",Schauspieler
6504166ba47588ad6024abc4,1822-1883,Eduard,Leuchert,"Leuchert, Eduard von",116957727,1823-03-10,1883-12-08,2. Zeltwache Cäsars,Schauspieler
6504166ba47588ad6024af60,1836-1902,Hermann,Schöne,Hermann Schöne,,,,Anton Sanftleben,Schauspieler
6504166ba47588ad6024af69,"1854-1942, Hofschauspieler",Jakob,Schreiner,"Schreiner, Jakob",117045993,1854-06-14,1942-01-26,"Thyreus, Abgesandter Cäsars",Schauspieler
6504166ba47588ad6024b041,1843-1913,Philipp,Stätter,"Staetter, Philipp",1019650141,1843-10-18,1913-08-12,"Ernst, sein Sohn",Schauspieler
6561f3320080658502cf302a,,Rudolf,Leyrer,"Leyrer, Rudolf",130227463,1855-08-19,1940-01-06,"Demetrius, im Heer und im Dienst des Antonius",Schauspieler
6504166ba47588ad6024ac98,"1815-1888, Hofschauspieler",Carl Wilhelm,Meixner,"Meixner, Karl Wilhelm",11687239X,1818-11-16,1888-09-06,Oberst-Sanitätsrat Dr. Düring,Schauspieler
6504166ba47588ad6024a849,1842-1908,Leo,Friedrich,Leo Friedrich,,,,Bote aus Rom,Schauspieler
6504166ba47588ad6024abea,1834-1913,Josef,Lippert,"Lippert, Josef",130228427,1834-03-16,1913-04-12,1. Leibwache des Antonius,Schauspieler
655672180080658502bfb4f4,1833-1898,Friedrich Wilhelm,Bayer,"Bayer, Friedrich Wilhelm",130099368,1833-06-12,1898-08-13,Ein Diener bei Liebenstein,Schauspieler
6504166ba47588ad6024b2ba,Pseud. f. Marie Gordon,Alexander,Bergen,"Bergen, Alexander",1327607085,1811,1863,Deutsch,Schauspieler
