_id,additional,firstName,lastName,role,fullName,occupation
6504166ba47588ad6024b1df,,,Die Wiener Sängerknaben,Mitwirkende, Die Wiener Sängerknaben,Schauspieler
67bdc65330450db5f6431af4,,Univ.-Prof. Dr. Margarete,Dietrich,Einleitende Worte,Univ.-Prof. Dr. Margarete Dietrich,Schauspieler
655e6b350080658502ca8090,1814-1881,Franz von,Dingelstedt,Bearbeitung,Franz von Dingelstedt,Schauspieler
6504166ba47588ad6024a736,,Anna,Dix,Weiber,Anna Dix,Schauspieler
67c187c230450db5f6515d05,,Dean,Dixon,Leitung Wiener Symphoniker,Dean Dixon,Schauspieler
6504166ba47588ad6024a739,,Käthe,Dobbs,Zwei Alte Weiber,Käthe Dobbs,Schauspieler
6504166ba47588ad6024b33a,,Ludwig,Doczi,,Ludwig Doczi,Schauspieler
66e8128dcb441f4531a83385,,Heimito von,Doderer,es lesen,Heimito von Doderer,Schauspieler
6504166ba47588ad6024a73e,,Gertrude,Donath,Lo,Gertrude Donath,Schauspieler
690c5d5652365fce4c987736,,Patrick,Donnell,Manager and Stage Director,Patrick Donnell,Schauspieler
662e916c46b3b9baaf2c53f8,"Violinist, Komponist",Jakob,Dont,Musik - Ouverture,Jakob Dont,Schauspieler
6504166ba47588ad6024a746,,Lydia,Donzowa,Giki,Lydia Donzowa,Schauspieler
6504166ba47588ad6024a72d,a. G. aus Stuttgart,Olga von,Doppler,"Melitta, Dienerin Sapphos",Olga von Doppler,Schauspieler
67c1857530450db5f6506a59,,Milo,Dor,es lesen,Milo Dor,Schauspieler
6504166ba47588ad6024a732,1826-1908,Eduard,Dorn,"Behrend, in Blooms Hause",Eduard Dorn,Schauspieler
6504166ba47588ad6024a740,vom Ballett der Wiener Staatsoper,Julia,Drapal,Tänzer,Julia Drapal,Schauspieler
6504166ba47588ad6024a741,1924-1932,Gerda,Dreger,Ganymed,Gerda Dreger,Schauspieler
6504166ba47588ad6024a748,,Louise,Dreyer-Zeidler,An der Harfe,Louise Dreyer-Zeidler,Schauspieler
67c1877730450db5f6515cd0,Bundesminister für Unterricht,Dr. Heinrich,Drimmel,Es Spricht,Dr. Heinrich Drimmel,Schauspieler
6504166ba47588ad6024a74e,,Louise,Dub,"Gräfin von Clairmont, dessen Nichte",Louise Dub,Schauspieler
6504166ba47588ad6024a74f,,Lona,Dubois,Engel,Lona Dubois,Schauspieler
6504166ba47588ad6024b354,,Philippe François Pinel,Dumanoir,,Philippe François Pinel Dumanoir,Schauspieler
6504166ba47588ad6024b6a1,,Alexandre Vater,Dumas,,Alexandre Vater Dumas,Schauspieler
6504166ba47588ad6024a75a,,Louise,Dumont,"Ophelia, Tochter des Polonius",Louise Dumont,Schauspieler
6504166ba47588ad6024a75d,,Hannes,Dunkel,Kimon,Hannes Dunkel,Schauspieler
651691d696c724dc0090c3a7,,Claudia,Durstberger,mit,Claudia Durstberger,Schauspieler
6504166ba47588ad6024b6aa,,Alexandre-Vincent Pineux,Duval,,Alexandre-Vincent Pineux Duval,Schauspieler
6504166ba47588ad6024a753,,Margarethe,Dux,Ein junges Mädchen,Margarethe Dux,Schauspieler
6504166ba47588ad6024a755,1951-1956,Peter,Dux,"Toni, Neffe von Tante Wetty",Peter Dux,Schauspieler
6504166ba47588ad6024a754,,Marietta,Dux,"Flitzefink, ein Mondstrahl",Marietta Dux,Schauspieler
650c0541258213a8dc5f9acd,,Eduard,Dürer,Ein Gärtner,Eduard Dürer,Schauspieler
650c0541258213a8dc5f9ace,,Annemarie,Düringer,"Imre Madách: ""Die Tragödoe des Menschen"" Vier Szenen. Mit",Annemarie Düringer,Schauspieler
65ab7ec84cfe378558ffad3f,,Friedrich,Dürrenmatt,,Friedrich Dürrenmatt,Schauspieler
690c5eb352365fce4c987a89,,Leon,Eagles,Quintus,Leon Eagles,Schauspieler
690c5e2b52365fce4c9878cd,,Pat,Eagles,Wardrobe Assistant,Pat Eagles,Schauspieler
654cf5fc0080658502b0b6db,,Karl,Eberwein,Musik,Karl Eberwein,Schauspieler
6504166ba47588ad6024a76a,1905-1940,Ernst,Eckbauer,Unteroffizier,Ernst Eckbauer,Schauspieler
6504166ba47588ad6024a77a,,Christian,Eder,Musikalische Leitung,Christian Eder,Schauspieler
6504166ba47588ad6024bd2a,,Nigel,Edwards,Licht,Nigel Edwards,Schauspieler
6504166ba47588ad6024a77e,,Lois,Egg,Bühnenbild,Lois Egg,Schauspieler
6504166ba47588ad6024a768,1961-1971,Heinz,Ehrenfreund,Jaákob,Heinz Ehrenfreund,Schauspieler
6504166ba47588ad6024a777,1849-1859,Hermine,Eidlitz,Bertha,Hermine Eidlitz,Schauspieler
6504166ba47588ad6024a778,"1919-1938, 1945-1981",Karl,Eidlitz,Zusammenstellung,Karl Eidlitz,Schauspieler
6504166ba47588ad6024a786,1896-1954,Maria,Eis,Jeanne Simonet,Maria Eis,Schauspieler
67c1858430450db5f6506a5c,,Herber,Eisenreich,es lesen,Herber Eisenreich,Schauspieler
6504166ba47588ad6024a79c,,Franz,Elkins,Polizist,Franz Elkins,Schauspieler
6504166ba47588ad6024b35f,,Walter,Ellis,,Walter Ellis,Schauspieler
6504166ba47588ad6024a79f,,Louis,Elmenreich,Sittig,Louis Elmenreich,Schauspieler
664f42522ab4d9095fcc5bdb,,Franziska,Elmenreich,Jolanthe,Franziska Elmenreich,Schauspieler
6504166ba47588ad6024a7a2,1870-1924,Alexander,Elmhorst,Edelmann,Alexander Elmhorst,Schauspieler
671613801154ae2a37b101c1,,Astrid,Endruweit,Dramaturgie,Astrid Endruweit,Schauspieler
6504166ba47588ad6024b365,,Johann Jakob,Engel,,Johann Jakob Engel,Schauspieler
6504166ba47588ad6024a792,1871-1933,Alexander,Engels,Der Geist von Hamlets Vater,Alexander Engels,Schauspieler
6504166ba47588ad6024a796,verehel. Hebbel,Christine,Enghaus,Donna Diana,Christine Enghaus,Schauspieler
6504166ba47588ad6024a798,,Louise,Epstein,Louise,Louise Epstein,Schauspieler
6504166ba47588ad6024a7a9,verehl. Ardt (Arth),Anna,Erhart,Babette,Anna Erhart,Schauspieler
691203fddd3949980ba0dc05,,Leif,Erickson,Captain Keller,Leif Erickson,Schauspieler
6504166ba47588ad6024a7b4,1826-1912,Ludwig,Ernest,"Herr Laubépin, Notar",Ludwig Ernest,Schauspieler
6504166ba47588ad6024a7b0,,August,Everding,mit,August Everding,Schauspieler
6504166ba47588ad6024a7b1,"1931-1972, danach als Gast ",Richard,Eybner,Jairus,Richard Eybner,Schauspieler
6504166ba47588ad6024a7c4,,Fräulein,Falk,Chor der Mädchen und Burschen,Fräulein Falk,Schauspieler
6504166ba47588ad6024b6cb,,Christophe Barthélemy,Fayan,,Christophe Barthélemy Fayan,Schauspieler
6504166ba47588ad6024b6ce,,Josef,Feiks,,Josef Feiks,Schauspieler
65a1c1a64cfe378558d9305f,,Karl von,Feilitzsch,Musik,Karl von Feilitzsch,Schauspieler
66853eaf6bf80e1c76d6ee1d,,Hansi,Felger,"Prinz Sigismund, ihr Sohn",Hansi Felger,Schauspieler
6504166ba47588ad6024a7e0,,Peter,Felger,"Michel, Valentins Kind",Peter Felger,Schauspieler
6504166ba47588ad6024a7df,1940-1953,Lore,Felger,Prinz Sigismund,Lore Felger,Schauspieler
66c1076c797f4aaa6ae128e3,,Mario,Feliciani,Egisto,Mario Feliciani,Schauspieler
6641f1222ab4d9095fa2f668,,Anton,Feltscher,Ringelstern,Anton Feltscher,Schauspieler
6504166ba47588ad6024b6d8,"1843-1902, Pseud. Wallis, Alfred",Emil,Ferrari,Edler,Emil Ferrari,Schauspieler
6504166ba47588ad6024b6dc,,Octave,Feuillet,,Octave Feuillet,Schauspieler
6504166ba47588ad6024a7de,1835-1946,Paula,Fiala,Louise Wertheim,Paula Fiala,Schauspieler
6504166ba47588ad6024a7dd,1853-1907,Franz,Fiala,Hauptmann,Franz Fiala,Schauspieler
6504166ba47588ad6024a7f1,verehel. Arnsburg,Marie,Fichtner,Trudchen,Marie Fichtner,Schauspieler
6504166ba47588ad6024a7e9,1835-1874,Adolf,Fichtner,"Claudius, König von Dänemark",Adolf Fichtner,Schauspieler
6504166ba47588ad6024a7eb,1805-1873,Carl Albrecht,Fichtner,Sittig,Carl Albrecht Fichtner,Schauspieler
6504166ba47588ad6024a7f0,1809-1889,Elisabeth,Fichtner (geb. Koberwein),Nelly,Elisabeth Fichtner (geb. Koberwein),Schauspieler
6504166ba47588ad6024a7f6,,Aloysia von,Fielitz,Mad. Pavoni,Aloysia von Fielitz,Schauspieler
6504166ba47588ad6024a803,,Agnes,Fink,"Doña Erifila, eine Edeldame",Agnes Fink,Schauspieler
660d9dbb21b0fcd2e6eb8f62,,Herr,Fischer,Ein Gerichtsdiener,Herr Fischer,Schauspieler
6504166ba47588ad6024a7ed,,Helmut,Fischer,Ein Häscher,Helmut Fischer,Schauspieler
6504166ba47588ad6024a7f7,,Sebastian,Fischer,Wolfgang Amadé Mozart (ein Essay),Sebastian Fischer,Schauspieler
6504166ba47588ad6024a7fe,,Evelyn,Flassig,Fünftes Sternchen,Evelyn Flassig,Schauspieler
6504166ba47588ad6024a800,1937-1938,Hedwig,Flassig,Kinder,Hedwig Flassig,Schauspieler
6504166ba47588ad6024b380,,Richard,Flatter,Deutsch,Richard Flatter,Schauspieler
6504166ba47588ad6024a80d,,Margarethe von,Flindt,"Ida, seine Tochter",Margarethe von Flindt,Schauspieler
655695f80080658502c081a0,,Friedrich von,Flotow,Musik,Friedrich von Flotow,Schauspieler
6504166ba47588ad6024a818,,Karl Julius,Folnes,Zimmermann,Karl Julius Folnes,Schauspieler
6504166ba47588ad6024a821,1869-1942,Margarethe,Formes-Königswarter,"Cäcilie, deren Kind",Margarethe Formes-Königswarter,Schauspieler
66aaa9c783f66cc36968eb53,,Rudolf,Forster,Comtur,Rudolf Forster,Schauspieler
6504166ba47588ad6024b38b,,Giovacchino,Forzano,,Giovacchino Forzano,Schauspieler
6504166ba47588ad6024a80c,,Ernst,Fournes,Chor Don Manuels,Ernst Fournes,Schauspieler
6504166ba47588ad6024b38f,,Edouard,Fournier,,Edouard Fournier,Schauspieler
6504166ba47588ad6024a814,1809-1882,Antonie,Fournier-Kronser,Katharina,Antonie Fournier-Kronser,Schauspieler
6504166ba47588ad6024b391,,Franz Karl,Franchy,,Franz Karl Franchy,Schauspieler
6504166ba47588ad6024a81e,1876-1942,Eugen,Frank,Laertes,Eugen Frank,Schauspieler
6504166ba47588ad6024a824,1847-1918,Katharina,Frank,Judith,Katharina Frank,Schauspieler
6504166ba47588ad6024a834,1808-1875,Emil,Franz,Präsident,Emil Franz,Schauspieler
6504166ba47588ad6024a83f,,Dorothea,Frass,2. Choretide,Dorothea Frass,Schauspieler
6504166ba47588ad6024b6e2,,Johann Alexander Graf,Fredro,,Johann Alexander Graf Fredro,Schauspieler
6504166ba47588ad6024a846,1929-1930,Camilla,Freissler,Giki,Camilla Freissler,Schauspieler
6504166ba47588ad6024a827,1862-1914,Ludwig Julius,Freund,Schnell,Ludwig Julius Freund,Schauspieler
6504166ba47588ad6024a828,,Erik,Frey,Ruodi,Erik Frey,Schauspieler
6504166ba47588ad6024b6e6,,Gustav,Freytag,,Gustav Freytag,Schauspieler
6716137e1154ae2a37b10030,,Sarah Viktoria,Frick,Herr Kovacic/Desiree,Sarah Viktoria Frick,Schauspieler
6504166ba47588ad6024a830,,Gabriele,Fricke,"Jack, Jockey",Gabriele Fricke,Schauspieler
665d7d3ff11595c1239447c5,Frl.,,Fricke,Blutiges Kind, Fricke,Schauspieler
6504166ba47588ad6024a82f,,August,Fricke,"Curio, Kavalier des Herzogs",August Fricke,Schauspieler
6504166ba47588ad6024b6e7,,Dr. Kurt,Friedberger,Der Präsident der Grillparzer-Gesellschaft spricht einleitende Worte,Dr. Kurt Friedberger,Schauspieler
6504166ba47588ad6024a838,,Karl,Friede,Gäste,Karl Friede,Schauspieler
6570bef400806585023dc09a,1895-1970,Karl,Friedl,"Franz, Diener",Karl Friedl,Schauspieler
6504166ba47588ad6024a83a,,Carl,Friedrich,"Schnell, Kommissionar",Carl Friedrich,Schauspieler
6504166ba47588ad6024a849,1842-1908,Leo,Friedrich,Bernardo,Leo Friedrich,Schauspieler
6504166ba47588ad6024ba1c,,Max,Frisch,,Max Frisch,Schauspieler
6504166ba47588ad6024a856,,Anton,Fritsche,"Joel, sein Bruder",Anton Fritsche,Schauspieler
6504166ba47588ad6024a857,,Herr,Fritz,Diener,Herr Fritz,Schauspieler
6504166ba47588ad6024a85f,,Fritz,Fronz,"Seppl, Bauernbursche",Fritz Fronz,Schauspieler
6504166ba47588ad6024a83e,,Willy,Fränzl,Einstudierung,Willy Fränzl,Schauspieler
66268f2c46b3b9baaf8a4fca,als Gast aus Fankfurt,Mad.,Frühauf,Katharina,Mad. Frühauf,Schauspieler
6504166ba47588ad6024a863,1863-1900,Carl,Fuchs,Fehmrichter,Carl Fuchs,Schauspieler
6504166ba47588ad6024a84d,1793-1832,Franz Georg,Fuchs (Fux),Thal ,Franz Georg Fuchs (Fux),Schauspieler
6636116e2ab4d9095f1d6515,vom königlichen Hoftheater zu Berlin,Frln.,Fuhr,Johanna,Frln. Fuhr,Schauspieler
6504166ba47588ad6024a85a,Hamburg,Lina,Fuhr,Clärchen,Lina Fuhr,Schauspieler
6504166ba47588ad6024b6f5,,Ludwig,Fulda,Deutsch,Ludwig Fulda,Schauspieler
6504166ba47588ad6024b6f6,,Franz,Fuss,,Franz Fuss,Schauspieler
656505210080658502e54065,1884-1907,Friedrich,Färber,Ein Gärtner,Friedrich Färber,Schauspieler
658ff49751cd38b4100c5b18,,Emmerich,Földes,,Emmerich Földes,Schauspieler
6556711b0080658502bfb4cf,1828-1889,Dr. August,Förster,Caussade,Dr. August Förster,Schauspieler
663c84332ab4d9095fa4b6cb,Gast vom Stadttheater zu Posen,Herr,Förster,Ringelstern,Herr Förster,Schauspieler
650c0541258213a8dc5f9ad3,,Anna,Führing,Deborah,Anna Führing,Schauspieler
650c0541258213a8dc5f9ad5,1856-1927,Josef,Füller,Gast,Josef Füller,Schauspieler
650c0541258213a8dc5f9ad7,1937-1944,Ingeborg,Fürst,Chor der Mädchen,Ingeborg Fürst,Schauspieler
650c0541258213a8dc5f9ada,,Marie,Fürth,Trudchen,Marie Fürth,Schauspieler
6504166ba47588ad6024a86e,1825-1896,Ludwig,Gabillon,Abdallah,Ludwig Gabillon,Schauspieler
6504166ba47588ad6024b6f7,"geb. Würzburg, 1835-1892",Zerline,Gabillon,Viola,Zerline Gabillon,Schauspieler
69120ae3dd3949980ba24d36,,Rona,Gale,Helen Keller,Rona Gale,Schauspieler
650c0541258213a8dc5f9adb,,Barbara,Gallauner,"Doña Fedra, Nichte des Hausverwalters",Barbara Gallauner,Schauspieler
6504166ba47588ad6024a869,1844-1917,Cäsar,Galster,Fortinbras,Cäsar Galster,Schauspieler
6504166ba47588ad6024a86b,,Ida,Gantzer,Esther,Ida Gantzer,Schauspieler
66d76216ee1bc6f9d4b5afd7,,Johann,Garber,Beleuchtung,Johann Garber,Schauspieler
690c601552365fce4c987f40,,Gordon,Gardner,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten",Gordon Gardner,Schauspieler
6651f3672ab4d9095f351d70,,Herr,Gartner,Jost von Weiler,Herr Gartner,Schauspieler
6504166ba47588ad6024a872,,Wolfgang,Gasser,Michael,Wolfgang Gasser,Schauspieler
6504166ba47588ad6024a874,,Vittorio,Gassman,Regie,Vittorio Gassman,Schauspieler
6504166ba47588ad6024b6fe,,Theodor,Gassmann,Deutsch,Theodor Gassmann,Schauspieler
6504166ba47588ad6024a87a,,Franz,Gaul,Kostüme,Franz Gaul,Schauspieler
6504166ba47588ad6024a87b,,Helma,Gautier,Seine Tochter,Helma Gautier,Schauspieler
6504166ba47588ad6024a880,,Charlotte,Gebhardt,Viola,Charlotte Gebhardt,Schauspieler
6504166ba47588ad6024a881,,Eduard,Gebhardt,"Bernardo, Offizier",Eduard Gebhardt,Schauspieler
6504166ba47588ad6024b399,,Tobias Philipp von,Gebler,Deutsch,Tobias Philipp von Gebler,Schauspieler
6504166ba47588ad6024a883,,Ella,Gehrer,Bertha,Ella Gehrer,Schauspieler
6504166ba47588ad6024a888,1878-1921,Hermann,Gehrs,Osrif,Hermann Gehrs,Schauspieler
6504166ba47588ad6024a890,,Gerhard,Geisler,aus den Werken des Dichters lesen,Gerhard Geisler,Schauspieler
6504166ba47588ad6024a896,,Ottilie,Genée,Gretel,Ottilie Genée,Schauspieler
6504166ba47588ad6024a87e,1877-1955,Alfred,Gerasch,Phaon,Alfred Gerasch,Schauspieler
66057c7e21b0fcd2e691346a,vom Hoftheater in Hannover,Herr,Gerber,Fritz,Herr Gerber,Schauspieler
6620f91021b0fcd2e62ca7a4,königlicher preußlicher Hofschauspieler,Herr,Gern,Langsalm,Herr Gern,Schauspieler
6504166ba47588ad6024a88d,,Bella,Gerzhofer,"Karl, beider Söhnlein",Bella Gerzhofer,Schauspieler
6669956ade0d61d670226d67,,Kl.,Gerzhofer,"Paul, Lindes Kind",Kl. Gerzhofer,Schauspieler
6504166ba47588ad6024b3a8,,Michael,Gesell,,Michael Gesell,Schauspieler
6504166ba47588ad6024a894,,Adrienne,Gessner,aus den Werken des Dichters lesen,Adrienne Gessner,Schauspieler
6504166ba47588ad6024a89a,Landestheater Graz,Teresina,Gessner (Geßner),Marie,Teresina Gessner (Geßner),Schauspieler
6504166ba47588ad6024a89c,1878-1974,Prof. Remigius,Geyling,Kostümbildner,Prof. Remigius Geyling,Schauspieler
69120a5cdd3949980ba24cc4,,William,Gibson,,William Gibson,Schauspieler
6504166ba47588ad6024b3b0,1890-1968,Dr. Josef,Gielen,Regie,Dr. Josef Gielen,Schauspieler
6504166ba47588ad6024a8ae,,Katharina,Gilbert,Laurence,Katharina Gilbert,Schauspieler
6504166ba47588ad6024a8af,1856-1920,Oskar,Gimnig,Vigneux,Oskar Gimnig,Schauspieler
6504166ba47588ad6024b3b4,,Delphine de,Girardin,,Delphine de Girardin,Schauspieler
6504166ba47588ad6024bf74,,Dagobert,Glienke,Regieassistenz,Dagobert Glienke,Schauspieler
6504166ba47588ad6024a8a8,1893-1952,Blanka,Glossy,Die böhmische Morchel,Blanka Glossy,Schauspieler
6504166ba47588ad6024a8a9,,Wolfgang,Glück,Zusammenstellung,Wolfgang Glück,Schauspieler
6504166ba47588ad6024a8b7,,Boy,Gobert,Gedichte,Boy Gobert,Schauspieler
6504166ba47588ad6024b70d,,Johann Wolfgang von,Goethe,,Johann Wolfgang von Goethe,Schauspieler
6504166ba47588ad6024a8be,,Käthe,Gold,Lyrik und Prosa. Es lesen,Käthe Gold,Schauspieler
6504166ba47588ad6024b706,,Carlo,Goldoni,,Carlo Goldoni,Schauspieler
690c5da752365fce4c9877d1,,Sue,Goldsworthy,Assistant Stage Manager,Sue Goldsworthy,Schauspieler
6504166ba47588ad6024a8c4,,Anna,Gollinger,Cherub,Anna Gollinger,Schauspieler
6504166ba47588ad6024a8cf,,Friederike,Gossmann (Goßmann),"Ulrike, seine Tochter",Friederike Gossmann (Goßmann),Schauspieler
6504166ba47588ad6024a8d3,1745-1797,Anna Maria,Gottlieb,Käthe,Anna Maria Gottlieb,Schauspieler
6504166ba47588ad6024a8ba,1737-1798,Johann Christoph,Gottlieb,Feldwebel,Johann Christoph Gottlieb,Schauspieler
6504166ba47588ad6024b70f,,Rudolf von,Gottschall,,Rudolf von Gottschall,Schauspieler
6504166ba47588ad6024b711,,Fritz,Gottwald,,Fritz Gottwald,Schauspieler
6504166ba47588ad6024b3bb,,Christian Dietrich,Grabbe,,Christian Dietrich Grabbe,Schauspieler
6504166ba47588ad6024a8d1,,Therese,Grafenberg,Cäcilie,Therese Grafenberg,Schauspieler
6504166ba47588ad6024a8d2,,Pauline Emilie,Graff,"Ulrike, seine Tochter",Pauline Emilie Graff,Schauspieler
6504166ba47588ad6024b3be,,Moritz Anton,Grandjean,Deutsch,Moritz Anton Grandjean,Schauspieler
6504166ba47588ad6024a8d7,,Herr,Graner,Kammerdiener,Herr Graner,Schauspieler
690c5d7f52365fce4c987780,,Keith,Green,Stage Manager,Keith Green,Schauspieler
690c602052365fce4c987f43,,James,Greene,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten",James Greene,Schauspieler
690c602c52365fce4c987f46,,Terence,Greenidge,"Verwandte von Titus, Priester, Richter, Soldaten, Jäger, Bürger und Goten",Terence Greenidge,Schauspieler
6504166ba47588ad6024a8e1,1901-1949,Nora,Gregor,Fee Cheristane,Nora Gregor,Schauspieler
6504166ba47588ad6024a8e2,1870-1928,Ferdinand,Gregori,Polonius,Ferdinand Gregori,Schauspieler
6504166ba47588ad6024a8e8,,Anna von,Greiner,Stephanie,Anna von Greiner,Schauspieler
6584d13851cd38b410ed2962,,Edvard,Grieg,Musik,Edvard Grieg,Schauspieler
6504166ba47588ad6024b3c9,,Franz,Grillparzer,,Franz Grillparzer,Schauspieler
67c1afcf30450db5f68f9d54,,Gebrüder,Grimm,,Gebrüder Grimm,Schauspieler
658deb3b51cd38b410f7be47,,Edo,Groag,Robespierre,Edo Groag,Schauspieler
6504166ba47588ad6024a8db,,Herr,Grohmann,Godwin,Herr Grohmann,Schauspieler
6504166ba47588ad6024a8f0,,Egon,Grosskopf,Diener der Fürstin Liechtenstein,Egon Grosskopf,Schauspieler
6504166ba47588ad6024a8f3,,Ferdinand,Grossmann,Dirigent,Ferdinand Grossmann,Schauspieler
6504166ba47588ad6024a8f8,,Nina,Grosup-Karatsonyi,"Anitra, eines Beduinenhäuptlings Tochter",Nina Grosup-Karatsonyi,Schauspieler
6504166ba47588ad6024a903,1961-1969,Ingeborg,Gruber,Die häuslichen Freuden,Ingeborg Gruber,Schauspieler
6504166ba47588ad6024a907,,Moritz,Gruder,Diener Pitts,Moritz Gruder,Schauspieler
6504166ba47588ad6024a90f,als Gast,Dr. Carl,Grunert,"Nathan, ein reicher Jude in Jerusalem",Dr. Carl Grunert,Schauspieler
6504166ba47588ad6024a90e,1780-1845,Karl Franz,Grüner,Sir Eduard,Karl Franz Grüner,Schauspieler
651691d696c724dc0090c4be,,Elisabeth,Grünwald,Rosalie,Elisabeth Grünwald,Schauspieler
6912068ddd3949980ba0dc6e,,George,Guidall,Refugees and Conveeners,George Guidall,Schauspieler
6504166ba47588ad6024a902,,Clara,Guinand,"Ernestine, seine Tochter",Clara Guinand,Schauspieler
650c0541258213a8dc5f9ae3,1854-1912,Oswald,Gunther,Körner,Oswald Gunther,Schauspieler
6504166ba47588ad6024a908,,Wilhelm,Gunz,Freiwillige,Wilhelm Gunz,Schauspieler
6504166ba47588ad6024a917,,Marie,Gutperl,Ernestine,Marie Gutperl,Schauspieler
6504166ba47588ad6024a919,,Carl,Guttenberger,Bernardo,Carl Guttenberger,Schauspieler
6504166ba47588ad6024b71e,,Karl,Gutzkow,,Karl Gutzkow,Schauspieler
653c3451008065850286dda6,,Adalbert,Gyrowetz,Musik,Adalbert Gyrowetz,Schauspieler
650c0541258213a8dc5f9adc,,Emilie,Gärtner,Julie,Emilie Gärtner,Schauspieler
65620f240080658502cf36af,Pseud. f. Elimar Herzog von Oldenburg,Anton,Günther,,Anton Günther,Schauspieler
650c0541258213a8dc5f9ae5,,Danny,Gürtler,Der Mann vom Felsen,Danny Gürtler,Schauspieler
650c0541258213a8dc5f9ae6,,Albert Paris,Gütersloh,es lesen,Albert Paris Gütersloh,Schauspieler
66d84116ee1bc6f9d492f396,,Käte,Haack,Luise Maske,Käte Haack,Schauspieler
671613811154ae2a37b102d8,,Nikolaus,Habjan,Puppenbau,Nikolaus Habjan,Schauspieler
6504166ba47588ad6024a934,1898-1920,Elsa,Haeberle,"Yvonnet, Hirtenknabe",Elsa Haeberle,Schauspieler
6504166ba47588ad6024a957,,Günther,Haenel,Peter Niedzicki,Günther Haenel,Schauspieler
6504166ba47588ad6024a989,,Ernst,Haeusserman,Worte der Begrüßung,Ernst Haeusserman,Schauspieler
6504166ba47588ad6024a98a,1884-1947,Reinhold,Haeussermann,Gäste,Reinhold Haeussermann,Schauspieler
6504166ba47588ad6024b726,,Gerda,Hagenau,Übertragungen aus dem Polnischen,Gerda Hagenau,Schauspieler
6610041d21b0fcd2e6734570,königl. bayrische Hofschauspielerin,Mlle.,Hagn,Donna Diana,Mlle. Hagn,Schauspieler
6504166ba47588ad6024a923,als Gast,Charlotte von,Hagn,Clärchen,Charlotte von Hagn,Schauspieler
6504166ba47588ad6024a925,,Emil,Hahn,Ringelstern,Emil Hahn,Schauspieler
6504166ba47588ad6024a931,1800-1884,Amalie,Haizinger-Neumann,Rätin,Amalie Haizinger-Neumann,Schauspieler
6504166ba47588ad6024b728,,Max,Halbe,,Max Halbe,Schauspieler
6504166ba47588ad6024a941,1833-1892,Konrad,Hallenstein,Fernando,Konrad Hallenstein,Schauspieler
651691d696c724dc0090c4df,,Gregor,Haller,Älterer Chor,Gregor Haller,Schauspieler
6504166ba47588ad6024b72d,Pseud. f. Eligius Freiherr von Münch-Bellinghausen,Friedrich,Halm,,Friedrich Halm,Schauspieler
69120583dd3949980ba0dc3c,,Lynn,Hamilton,Viney,Lynn Hamilton,Schauspieler
66600742f11595c1235f5c70,,Herr,Hanjen,Chor Don Cesars,Herr Hanjen,Schauspieler
6504166ba47588ad6024a93c,,Franz,Hanker,Ein Diener Olivias,Franz Hanker,Schauspieler
6746fa9794d290b9cf4dc103,,Herr,Hanno,Diener,Herr Hanno,Schauspieler
6504166ba47588ad6024a940,,Till,Hans,Freiwillige,Till Hans,Schauspieler
6504166ba47588ad6024a942,1890-1904,Herr,Hansen,Bauer,Herr Hansen,Schauspieler
6504166ba47588ad6024b3da,,Kurt Heinrich,Hansen,4. Freiwilliger,Kurt Heinrich Hansen,Schauspieler
66d84185ee1bc6f9d4941bfd,,Hans,Hanus,Ein Diener,Hans Hanus,Schauspieler
690c5f9952365fce4c987dc7,,Paul,Hardwick,Erster Gote,Paul Hardwick,Schauspieler
6504166ba47588ad6024a952,,Josefine,Hart,Babette,Josefine Hart,Schauspieler
651691d696c724dc0090c4f7,,Dorothee,Hartinger,Frau Wurm,Dorothee Hartinger,Schauspieler
6504166ba47588ad6024a971,1889-1972,Paul,Hartmann,"Otto Haselwanter, ein Dichter",Paul Hartmann,Schauspieler
6504166ba47588ad6024a95d,,Anny,Hartmann,"Josef, sein Sohn",Anny Hartmann,Schauspieler
6504166ba47588ad6024a970,,Otto,Hartmann,"Christoph, Bauernbursche",Otto Hartmann,Schauspieler
6504166ba47588ad6024a96e,1768-1835,Katharina,Hartmann,Jeanne,Katharina Hartmann,Schauspieler
6504166ba47588ad6024a96f,,Margarethe,Hartmann,"Ulrike, seine Tochter",Margarethe Hartmann,Schauspieler
6504166ba47588ad6024a95e,1844-1911,Ernst,Hartmann,Maritta,Ernst Hartmann,Schauspieler
6504166ba47588ad6024a969,"geb. Schneeberger, 1843-1898",Helene,Hartmann,Maritta,Helene Hartmann,Schauspieler
6504166ba47588ad6024a976,1944-1948,Hildegard,Harwan (Harwanek),"Annchen, seine Nichte",Hildegard Harwan (Harwanek),Schauspieler
6504166ba47588ad6024a963,,Sophie,Hassan,"Judith, seine Tochter",Sophie Hassan,Schauspieler
6504166ba47588ad6024a966,,Heidemarie,Hatheyer,"ABSCHIED. Aus dem Roman ""Die Mühle der Gerechtigkeit""",Heidemarie Hatheyer,Schauspieler
6504166ba47588ad6024a967,1936-1937,Valerie,Hatvany,Elisabeth von Württemberg,Valerie Hatvany,Schauspieler
6504166ba47588ad6024a96d,,Louise von,Hauenthal,Louise,Louise von Hauenthal,Schauspieler
